Classifier,Train_sizes,Train_scores,Validation_scores
RBF SVM,1305,"[0.6467432950191571, 0.6513409961685823, 0.6498084291187739, 0.6482758620689655, 0.6528735632183909, 0.6574712643678161, 0.6505747126436782, 0.6597701149425287, 0.6513409961685823, 0.6582375478927203]","[0.6648351648351648, 0.6043956043956044, 0.5879120879120879, 0.6208791208791209, 0.6243093922651933, 0.569060773480663, 0.6077348066298343, 0.5911602209944752, 0.6408839779005525, 0.6464088397790055]"
RBF SVM,1468,"[0.6348773841961853, 0.638283378746594, 0.638283378746594, 0.6430517711171662, 0.6376021798365122, 0.646457765667575, 0.6457765667574932, 0.6471389645776566, 0.6396457765667575, 0.6423705722070845]","[0.6593406593406593, 0.6208791208791209, 0.5879120879120879, 0.6098901098901099, 0.6132596685082873, 0.56353591160221, 0.5911602209944752, 0.585635359116022, 0.6408839779005525, 0.6464088397790055]"
Logistic Regression,81,"[0.7777777777777778, 0.7901234567901234, 0.7530864197530864, 0.8148148148148148, 0.8024691358024691, 0.8148148148148148, 0.8271604938271605, 0.8395061728395061, 0.7283950617283951, 0.8148148148148148]","[0.5824175824175825, 0.5164835164835165, 0.5604395604395604, 0.532967032967033, 0.6187845303867403, 0.5082872928176796, 0.574585635359116, 0.5911602209944752, 0.5193370165745856, 0.56353591160221]"
Logistic Regression,163,"[0.7116564417177914, 0.6871165644171779, 0.7177914110429447, 0.6871165644171779, 0.6871165644171779, 0.7177914110429447, 0.7361963190184049, 0.6871165644171779, 0.6871165644171779, 0.6748466257668712]","[0.6043956043956044, 0.5989010989010989, 0.554945054945055, 0.5494505494505495, 0.574585635359116, 0.5580110497237569, 0.585635359116022, 0.5193370165745856, 0.6022099447513812, 0.6077348066298343]"
Logistic Regression,326,"[0.6687116564417178, 0.696319018404908, 0.696319018404908, 0.7024539877300614, 0.6901840490797546, 0.6871165644171779, 0.6901840490797546, 0.6901840490797546, 0.6687116564417178, 0.6809815950920245]","[0.6373626373626373, 0.6043956043956044, 0.5879120879120879, 0.5989010989010989, 0.6077348066298343, 0.5359116022099447, 0.5966850828729282, 0.6022099447513812, 0.6408839779005525, 0.6077348066298343]"
Logistic Regression,489,"[0.6850715746421268, 0.6748466257668712, 0.6707566462167689, 0.6993865030674846, 0.6768916155419223, 0.6850715746421268, 0.6993865030674846, 0.6850715746421268, 0.689161554192229, 0.6728016359918201]","[0.6538461538461539, 0.6153846153846154, 0.5989010989010989, 0.6043956043956044, 0.6187845303867403, 0.569060773480663, 0.6022099447513812, 0.6022099447513812, 0.6353591160220995, 0.6353591160220995]"
Logistic Regression,652,"[0.661042944785276, 0.6687116564417178, 0.6625766871165644, 0.6687116564417178, 0.6733128834355828, 0.6625766871165644, 0.6855828220858896, 0.6671779141104295, 0.6625766871165644, 0.6656441717791411]","[0.6593406593406593, 0.6208791208791209, 0.6153846153846154, 0.6153846153846154, 0.6243093922651933, 0.5469613259668509, 0.6077348066298343, 0.585635359116022, 0.6022099447513812, 0.6298342541436464]"
Logistic Regression,816,"[0.6519607843137255, 0.6495098039215687, 0.6470588235294118, 0.6495098039215687, 0.6544117647058824, 0.6580882352941176, 0.6593137254901961, 0.6544117647058824, 0.6495098039215687, 0.6519607843137255]","[0.6648351648351648, 0.6098901098901099, 0.6373626373626373, 0.6318681318681318, 0.5966850828729282, 0.5359116022099447, 0.6243093922651933, 0.6077348066298343, 0.6132596685082873, 0.6519337016574586]"
Logistic Regression,979,"[0.6465781409601634, 0.651685393258427, 0.6384065372829418, 0.6547497446373851, 0.6527068437180796, 0.6537282941777324, 0.6557711950970377, 0.6465781409601634, 0.6455566905005107, 0.6404494382022472]","[0.6703296703296703, 0.6153846153846154, 0.6263736263736264, 0.6318681318681318, 0.6022099447513812, 0.5138121546961326, 0.6298342541436464, 0.5911602209944752, 0.6187845303867403, 0.6629834254143646]"
Logistic Regression,1142,"[0.6401050788091068, 0.6532399299474606, 0.647985989492119, 0.6541155866900175, 0.6514886164623468, 0.6619964973730298, 0.6514886164623468, 0.6401050788091068, 0.638353765323993, 0.6409807355516638]","[0.6758241758241759, 0.5824175824175825, 0.6373626373626373, 0.6153846153846154, 0.6022099447513812, 0.5248618784530387, 0.6243093922651933, 0.5911602209944752, 0.6132596685082873, 0.6629834254143646]"
Logistic Regression,1305,"[0.6352490421455939, 0.6444444444444445, 0.6360153256704981, 0.6429118773946361, 0.6475095785440613, 0.6452107279693486, 0.6482758620689655, 0.6436781609195402, 0.6360153256704981, 0.6367816091954023]","[0.6923076923076923, 0.6263736263736264, 0.6428571428571429, 0.6043956043956044, 0.5966850828729282, 0.5193370165745856, 0.6187845303867403, 0.5911602209944752, 0.6298342541436464, 0.6629834254143646]"
Logistic Regression,1468,"[0.6239782016348774, 0.6403269754768393, 0.6294277929155313, 0.6307901907356949, 0.6389645776566758, 0.6410081743869209, 0.6301089918256131, 0.6321525885558583, 0.6273841961852861, 0.6246594005449592]","[0.7032967032967034, 0.5934065934065934, 0.6153846153846154, 0.5879120879120879, 0.6077348066298343, 0.5193370165745856, 0.6243093922651933, 0.585635359116022, 0.6243093922651933, 0.6740331491712708]"
