Classifier,Train_sizes,Train_scores,Validation_scores
RBF SVM,6230,"[0.759611636318262, 0.7575539144269882, 0.7472850380039954, 0.7516040158191625, 0.752016644252151, 0.7557311228860061, 0.7534295562239965, 0.7598209180100911, 0.7546938341871723, 0.7497254855974956]","[0.661047676028898, 0.7114271234060889, 0.7055246765226453, 0.7013590215868264, 0.7225076819877471, 0.7406751233177201, 0.718738323602055, 0.6388061842416707, 0.7333842421441396, 0.7075620558304977]"
Logistic Regression,346,"[0.8104422722133783, 0.7612902615605779, 0.7929543009093608, 0.8131777972583402, 0.8203891639492963, 0.7718744728037295, 0.7977484862615245, 0.7956017753014382, 0.7996317940770344, 0.787552919743798]","[0.6025900383477582, 0.5705423117295968, 0.5798690500935356, 0.5512633116673924, 0.565684003389876, 0.6217521162090419, 0.560114146413646, 0.594299650014229, 0.623921722118798, 0.5561515486431933]"
Logistic Regression,692,"[0.7321904396768699, 0.7213107804104546, 0.6970425626168705, 0.7270319472756571, 0.7019055551606435, 0.7023404749539891, 0.7200052114168207, 0.7150773359778203, 0.7021012296266064, 0.7067221506870669]","[0.6603937776424036, 0.6238252025847068, 0.6471152787329184, 0.5907182053137883, 0.6771639943402306, 0.6968315552316295, 0.6026560060701291, 0.5892757355477635, 0.6440819155715535, 0.6451137230895617]"
Logistic Regression,1384,"[0.7028801181402874, 0.7056855196589547, 0.7003517599582385, 0.7021196671645002, 0.7054568341589775, 0.7021605141097071, 0.7001718339639674, 0.7073875221319821, 0.6972675873710167, 0.7045375552292706]","[0.6500518680055082, 0.6884729167316426, 0.6764948488056277, 0.6318908945325419, 0.7211440632369468, 0.7326318744175246, 0.6695097785924587, 0.5932500056798233, 0.6845145490587278, 0.6816246116418804]"
Logistic Regression,2076,"[0.7168659756488966, 0.6996975328457321, 0.7241070943819674, 0.7216502418020214, 0.7282849383921426, 0.7032846182910268, 0.7095203242557425, 0.7154182908889625, 0.7121616467139951, 0.7223868196700344]","[0.6611745156184632, 0.7047872064758006, 0.684122600033133, 0.635816182822136, 0.7037165541145168, 0.736332543863634, 0.678623005750417, 0.6218620677827199, 0.699567748639539, 0.6816246116418804]"
Logistic Regression,2769,"[0.7192073610152285, 0.7008923520124951, 0.7123497746732571, 0.7188560240306272, 0.7118985011139127, 0.6951822743408561, 0.7067788787514137, 0.7062348881417869, 0.7053813171490143, 0.7117037131270937]","[0.6457608540414, 0.726387447364378, 0.671888523920848, 0.6413673122910414, 0.7118419197534341, 0.724766208290921, 0.6954823101951425, 0.6275695229008215, 0.6911784715752859, 0.6865106911054207]"
Logistic Regression,3461,"[0.7081393668001759, 0.696422544460837, 0.7074130505187851, 0.706081029520028, 0.6970191059968054, 0.6913433162910524, 0.6940356909200196, 0.7065545271440893, 0.6941103913688987, 0.6971326651420473]","[0.6418918498566235, 0.7083355714432762, 0.6764948488056277, 0.6438561444929819, 0.7030299181238508, 0.728926657178084, 0.6824318736596431, 0.6323642346548602, 0.6685208843191414, 0.6959575514524576]"
Logistic Regression,4153,"[0.7071180637511859, 0.6932973745298159, 0.7054944136935776, 0.7106671336272412, 0.6986084466466718, 0.6928886620981399, 0.6955302326716921, 0.7005019273347713, 0.6913461778973939, 0.6930525356394166]","[0.6565504514105015, 0.7121015219303614, 0.672673058447805, 0.6506487331874217, 0.7136499262637263, 0.7358698476871689, 0.678623005750417, 0.6257813716808366, 0.6723135283620411, 0.6988380961237995]"
Logistic Regression,4846,"[0.7017264528839358, 0.6906116167728459, 0.6982332555846286, 0.704553507012097, 0.7010513732899897, 0.688665463808707, 0.6916061738537954, 0.699639184491032, 0.6912778024883378, 0.6880162197633434]","[0.6512285276363325, 0.7038480682022897, 0.6818390147536093, 0.6399533491767976, 0.7130157069829571, 0.7284721392584226, 0.6618338291954352, 0.6294435510452097, 0.6829349638358075, 0.6979361192720108]"
Logistic Regression,5538,"[0.7003811211991567, 0.6852256155808917, 0.6929265637463894, 0.6985019876194478, 0.6935425544005819, 0.6943877433298234, 0.6966462610503259, 0.695702612344633, 0.6972640226937321, 0.6873729707768567]","[0.6652174236436966, 0.7181933320607577, 0.6849340329179393, 0.6692494363308901, 0.6992586264899411, 0.7107988817612753, 0.6831924888012819, 0.6411333498572782, 0.6836515724145305, 0.6856408010674503]"
Logistic Regression,6230,"[0.6993882281674014, 0.6838125122520852, 0.691774314236978, 0.6971039958575532, 0.6904840396224566, 0.6855615110207188, 0.6929581326391033, 0.6960701191879292, 0.6928814005120035, 0.6868297142875284]","[0.6589173975619562, 0.7083355714432762, 0.6760181265532748, 0.6662699104361418, 0.7187719046414642, 0.7173395953225081, 0.6930890653114768, 0.6362607572302127, 0.6949328033236608, 0.7029699256736479]"
